Movie_Name,URL,Director,Producer,Writer,Casting,Music By,Budget,Box Office
Jalpari: The Desert Mermaid,https://wikipedia.org/wiki/Jalpari:_The_Desert_Mermaid,Nila Madhab Panda,Sushilkumar Agrawal,,Lehar Khan Parvin Dabas Harsh Mayar Kaustubh Tripathi Rahul SinghKrishang Trivedi,Kaustubh Tripathi - Deepak Pandit,,
An Insignificant Man,https://wikipedia.org/wiki/An_Insignificant_Man,Khushboo RankaVinay Shukla,Anand GandhiKhushboo RankaVinay Shukla,Khushboo RankaVinay Shukla,Arvind KejriwalManish SisodiaYogendra YadavSantosh Koli,Ola Fløttum,,
Matrubhoomi: A Nation Without Women,https://wikipedia.org/wiki/Matrubhoomi:_A_Nation_Without_Women,Manish Jha,"Patrick Sobelman, Punkej Kharbanda",Manish Jha,Tulip JoshiSudhir PandeyPiyush MishraSushant SinghAditya Srivastava,Salim–Sulaiman,,
Do Bigha Zamin,https://wikipedia.org/wiki/Do_Bigha_Zamin,Bimal Roy,Bimal Roy,Paul Mahendra,Balraj SahniNirupa RoyMeena Kumari,Salil Chowdhury,,₹70 lakh (equivalent to ₹74 crore or US$8.9 million in 2023)
Indu Sarkar,https://wikipedia.org/wiki/Indu_Sarkar,Madhur Bhandarkar,Bharat ShahBhandarkar Entertainment,Madhur Bhandarkar,Kirti KulhariNeil Nitin MukeshSupriya VinodAnupam KherTota Roy Chowdhury,Anu MalikBappi Lahiri,₹120 million[2],₹60.70 million[2]
Sarkar 3,https://wikipedia.org/wiki/Sarkar_3,Ram Gopal Varma,Rahul Mittra Amitabh BachchanAnand PanditWeone Films,P. Jaya Kumar,Amitabh BachchanJackie ShroffManoj BajpayeeAmit SadhYami GautamRonit RoyFizaParag TyagiBajrangbali Singh,Ravi ShankarRohan Vinayak,,
Shastry Viruddh Shastry,https://wikipedia.org/wiki/Shastry_Viruddh_Shastry,"Nandita Roy
Shiboprosad Mukherjee","Ajit Andhare
Alok Tripathi
Kevin Vaz","Anu Singh Choudhary
Shiboprosad Mukherjee
Nandita Roy","Paresh Rawal
Neena Kulkarni
Shiv Panditt
Mimi Chakraborty
Manoj Joshi
Tiku Talsania",,,
1920: Evil Returns,https://wikipedia.org/wiki/1920:_Evil_Returns,Bhushan Patel,Vikram Bhatt[1],Vikram BhattSanjy Masoom (Tamil Dialogue),"Aftab Shivdasani
Tia Bajpai
Vidya Malvade
Sharad Kelkar","Songs:Chirantan Bhatt
Background Score:Amar Mohile",₹90 million[2],₹280.4 million[2]
Junglee,https://wikipedia.org/wiki/Junglee_(2019_film),Chuck Russell,Vineet JainPriti Shahani,,Vidyut JammwalPooja SawantAsha BhatAtul Kulkarni,Songs:Sameer UddinScore:Sameer UddinTanuj Tiku,₹22 crore[3],est. ₹24.70 crore [4]
Apna Sapna Money Money,https://wikipedia.org/wiki/Apna_Sapna_Money_Money,Sangeeth Sivan,Subhash GhaiRaju Farooqui,Pankaj TrivediSachin shah,"Sunil Shetty
Ritesh Deshmukh
Shreyas Talpade
Jackie Shroff
Koena Mitra
Riya Sen
Celina Jaitly
Chunky Pandey
Rajpal Yadav
Sunil Pal",Score:Sunil SinghSongs:Pritam,₹95 million,₹207.3 million
Akaash Vani,https://wikipedia.org/wiki/Akaash_Vani,Luv Ranjan,Kumar Mangat Pathak  Abhishek Pathak,Luv Ranjan,"Kartik Aaryan
Nushrat Bharucha
Fatima Sana Shaikh
Sunny Singh",Hitesh Sonik,₹10 crore[1],₹2.24 crore[1]
Style,https://wikipedia.org/wiki/Style_(2001_film),N. Chandra,N. Chandra,,Sharman JoshiSahil KhanRiya SenShillpi Sharma,Sanjeev Darshan,₹2.5 crore[1],₹8.84 crore[1]
Kya Kehna,https://wikipedia.org/wiki/Kya_Kehna,Kundan Shah,Kumar S TauraniRamesh S Taurani,Honey Irani,Preity ZintaSaif Ali KhanChandrachur SinghAnupam KherFarida Jalal,Rajesh Roshan,,
Ankur Arora Murder Case,https://wikipedia.org/wiki/Ankur_Arora_Murder_Case,Suhail Tatari,Vikram Bhatt,Vikram Bhatt,Arjun MathurKay Kay MenonVishakha SinghTisca ChopraPaoli Dam,Chirantan Bhatt,"₹7.5 crore (US$900,000)[1]",₹10.0 crore (US$1.2 million)[2]
Bamfaad,https://wikipedia.org/wiki/Bamfaad,Ranjan Chandel,Ajay G RaiPradeep Kumar,Hanzalah ShahidRanjan Chandel,Aditya RawalShalini PandeyVijay Varma,Vishal Mishra,,
Krazzy 4,https://wikipedia.org/wiki/Krazzy_4,Jaideep Sen,Rakesh RoshanSunaina Roshan,Ashwni Dhir,Juhi ChawlaArshad WarsiIrrfan KhanRajpal YadavSuresh MenonDia MirzaRajat KapoorMukesh Rishi,Rajesh Roshan,₹18 crore[3],₹32.27 crore[3]
Gulaab Gang,https://wikipedia.org/wiki/Gulaab_Gang,Soumik Sen,Sohum ShahAnubhav SinhaAlumbra EntertainmentAbhinay Deo,Soumik SenAnubhav Sinha,Madhuri DixitJuhi Chawla,Songs:Soumik SenScore:John Stewart Eduri,₹290 million[1],est. ₹165 million[1]
Bandhan,https://wikipedia.org/wiki/Bandhan_(1968_film),,,,,,,
Raju Chacha,https://wikipedia.org/wiki/Raju_Chacha,Anil Devgan,Ajay DevgnVeeru Devgan,,"Ajay Devgn
Kajol
Johnny Lever
Rishi Kapoor
Sanjay Dutt",Jatin–Lalit,₹25 crore[1],₹20.92 crore[1]
Amal,https://wikipedia.org/wiki/Amal_(film),Richie Mehta,Steven Bray,Richie MehtaShaun Mehta,Rupinder NagraNaseeruddin ShahSeema BiswasKoel PurieVik SahayRoshan Seth,Dr. Shiva[1],$5 million,
Prahaar: The Final Attack,https://wikipedia.org/wiki/Prahaar:_The_Final_Attack,Nana Patekar,Sudhakar Bokade,Hriday LaniNana PatekarSujit Sen,Nana PatekarMadhuri DixitDimple Kapadia Habib TanvirGautam Joglekar,Laxmikant–Pyarelal,,
Dushman,https://wikipedia.org/wiki/Dushman_(1998_film),Tanuja Chandra,Mukesh Bhatt  Pooja Bhatt,Mahesh Bhatt (screenplay)  Sachin Bhowmick (story)  Girish Dhamija (dialogue),Sanjay Dutt  Kajol  Ashutosh Rana,Songs:Uttam SinghBackground Score:Aadesh Shrivastava,₹4 crore[1],₹10.16 crore[1]
Viruddh... Family Comes First,https://wikipedia.org/wiki/Viruddh:_Family_Comes_First,,,,,,,
Khuda Gawah,https://wikipedia.org/wiki/Khuda_Gawah,Mukul S. Anand,Nazir Ahmed  Manoj Desai,Abdul Salam Shaikh,Amitabh BachchanSrideviNagarjunaShilpa ShirodkarDanny DenzongpaKiran Kumar,Laxmikant–Pyarelal,,
Bhavai,https://wikipedia.org/wiki/Bhavai_(2021_film),,,,,,,
The Blue Umbrella,https://wikipedia.org/wiki/The_Blue_Umbrella_(film),,,,,,,
Tirangaa,https://wikipedia.org/wiki/Tirangaa,,,,,,,
Secrets of Sinauli: Discovery of the Century,https://wikipedia.org/wiki/Secrets_of_Sinauli:_Discovery_of_the_Century,,,,,,,
Zamaana Deewana,https://wikipedia.org/wiki/Zamaana_Deewana,Ramesh Sippy,G. P. Sippy,Robin BhattJaved Siddiqui,Shah Rukh KhanRaveena TandonJeetendraShatrughan Sinha,Songs:Nadeem-ShravanScore:Naresh Sharma,"₹4 crore (US$480,000)[1]",₹9.99 crore (US$1.2 million)[1]
The Power,https://wikipedia.org/wiki/The_Power_(2021_film),,,,,,,
Mithya,https://wikipedia.org/wiki/Mithya_(film),,,,,,,
Salaam Venky,https://wikipedia.org/wiki/Salaam_Venky,Revathi,Connekkt MediaSuraj SinghShraddha AgrawalVarsha Kukreja,,KajolVishal JethwaRahul BoseRajeev Khandelwal,Mithoon,,
Jhankaar Beats,https://wikipedia.org/wiki/Jhankaar_Beats,Sujoy Ghosh,Pritish NandyRangita Pritish NandyBobbie Ghosh,Sujoy GhoshSuresh NairMilap Zaveri (dialogue),Sanjay SuriRahul BoseShayan MunshiJuhi ChawlaRinke KhannaRiya Sen,Vishal–Shekhar,,
Leera the Soulmate,https://wikipedia.org/wiki/Leera_the_Soulmate,,,,,,,
Daddy,https://wikipedia.org/wiki/Daddy_(2017_film),Ashim Ahluwalia,Arjun RampalRutvij Patel,Story and Screenplay:Arjun RampalAshim AhluwaliaDialogues:Ritesh ShahAsad Hussain,Arjun RampalAishwarya Rajesh,Sajid–Wajid,₹21 crores,est. ₹15.5 crores[2]
Procession of Memories,https://wikipedia.org/wiki/Procession_of_Memories,,,,,,,
Dil Hai Tumhara,https://wikipedia.org/wiki/Dil_Hai_Tumhara,Kundan Shah,Kumar S. TauraniRamesh S. Taurani,Subrat Sinha (dialogues),RekhaPreity ZintaMahima ChaudhryArjun RampalJimmy SheirgillAlok Nath,Songs:Nadeem-ShravanBackground score:Surinder Sodhi,₹7.25 crore[1],₹18.03 crore[1]
Chain Kulii Ki Main Kulii,https://wikipedia.org/wiki/Chain_Kulii_Ki_Main_Kulii,Karanjeet Saluja,Sweta Agnihotri  Ken Ghosh Shashikant Khamkar  Namrata Rungta,,Rahul Bose Zain Khan Susheel Parashar Rajesh KheraMeera VasudevanNasir KhanRaj Bhansali,Songs:  Salim–Sulaiman  Score:  Sandeep Shirodhakar,,
Om Jai Jagadish,https://wikipedia.org/wiki/Om_Jai_Jagadish,Anupam Kher,Vashu Bhagnani,Rumi JafferyRahul Nanda,Waheeda RehmanAnil KapoorFardeen KhanAbhishek BachchanMahima ChaudhryUrmila MatondkarTara Sharma,Anu Malik,₹13 crore (equivalent to ₹50 crore or US$5.9 million in 2023),₹14 crore (equivalent to ₹53 crore or US$6.4 million in 2023)
Non Stop Dhamaal,https://wikipedia.org/wiki/Non_Stop_Dhamaal,Irshad Khan,Suresh Gondaliya,,"Annu Kapoor
Manoj Joshi
Rajpal Yadav
Asrani
Priyanshu Chatterjee
Rajesh Jais",Rahul Bhatt,,
Raaz Reboot,https://wikipedia.org/wiki/Raaz_Reboot,Vikram Bhatt,Mukesh BhattVishesh BhattBhushan KumarKrishan Kumar,"Vikram Bhatt,Girish Dhamija (dialogues)",Emraan HashmiKriti KharbandaGaurav Arora,Jeet GannguliSangeet HaldipurSiddharth Haldipur-(Sangeet-Siddharth),₹310 million[2],est. ₹420.7 million[3]
Corporate,https://wikipedia.org/wiki/Corporate_(film),,,,,,,
Hadh Kar Di Aapne,https://wikipedia.org/wiki/Hadh_Kar_Di_Aapne,Manoj Agrawal,Rajeev AnandRakesh Malhotra,Anwar Khan (dialogues),GovindaRani MukerjiJohnny Lever,Songs:Anand Raj Anand[1]Background score:Surinder Sodhi,₹8 crore[2],₹20 crore [2]
Dhak Dhak,https://wikipedia.org/wiki/Dhak_Dhak_(film),,,,,,,
Refugee,https://wikipedia.org/wiki/Refugee_(2000_film),J. P. Dutta,J. P. Dutta,J. P. Dutta,Abhishek BachchanKareena Kapoor,Songs:  Anu Malik  Score:  Aadesh Shrivastava,₹15 crore[1],₹35.44 crore[2]
Chandni,https://wikipedia.org/wiki/Chandni_(1989_film),Yash Chopra,Yash ChopraT. Subbarami Reddy,Story:Kamna ChandraDialogue:Sagar Sarhadi,SrideviRishi KapoorVinod KhannaWaheeda Rehman,Shiv-Hari,,₹27.2 crore (equivalent to ₹291 crore or US$35 million in 2023)[1]
Hawaizaada,https://wikipedia.org/wiki/Hawaizaada,Vibhu Puri,"Reliance Entertainment
Vibhu Puri",,"Ayushmann Khurrana
Mithun Chakraborty
Pallavi Sharda",Score: Monty SharmaSongs:Rochak KohliMangesh DhakdeVishal BhardwajAyushman Khurrana,₹250 million[citation needed],
Seeta Aur Geeta,https://wikipedia.org/wiki/Seeta_Aur_Geeta,Ramesh Sippy,G. P. Sippy,Salim–Javed,Hema MaliniDharmendraSanjeev KumarRoopesh KumarManoramaSatyen KappuHoney IraniPratima Devi,R. D. Burman,"₹40 lakh ($53,000)",est. ₹19.53 crore ($22.82 million)
Chhota Bheem and the Curse of Damyaan,https://wikipedia.org/wiki/Chhota_Bheem_and_the_Curse_of_Damyaan,,,,,,,
Jewel Thief,https://wikipedia.org/wiki/Jewel_Thief,Vijay Anand,Dev Anand,Screenplay & Dialogue: Vijay AnandStory: K.A. Narayan,Ashok KumarDev AnandVyjayanthimalaTanuja,S. D. Burman,,
Khiladi 420,https://wikipedia.org/wiki/Khiladi_420,Neeraj Vora,Keshu Ramsay,Uttam Gada,Akshay KumarMahima ChaudhryGulshan GroverAlok Nath,Songs:Sanjeev-DarshanBackground Score:Sanjoy Chowdhury,,₹102 million[1]
Cash,https://wikipedia.org/wiki/Cash_(2007_film),Anubhav Sinha,Sohail MaklaiAnish Ranjan,Vinay-Yash,Ajay DevgnSunil ShettyEsha DeolRiteish DeshmukhZayed KhanShamita ShettyDia Mirza,Songs:Vishal–ShekharBackground Score:Ranjit Barot,₹32 crore[1],₹29.30 crore[1]
Mard,https://wikipedia.org/wiki/Mard_(film),,,,,,,
Dil Maange More!!!,https://wikipedia.org/wiki/Dil_Maange_More!!!,Anant Mahadevan,Nikhil Panchamiya,Anant MahadevanJaved SiddiquiKiran Kotrial,Shahid KapoorSoha Ali KhanAyesha TakiaTulip JoshiGulshan GroverZarina Wahab,Songs:Himesh ReshammiyaBackground Score:Bikram Vicckey Goswami,,
Arjun: The Warrior Prince,https://wikipedia.org/wiki/Arjun:_The_Warrior_Prince,Arnab Chaudhuri,Ronnie ScrewvalaSiddharth Roy Kapur,Rajesh Devraj,,Songs:Vishal–ShekharBackground Score:Dhruv Ghanekar,,
Horror Story,https://wikipedia.org/wiki/Horror_Story_(2013_film),Ayush Raina,ASA Productions and Enterprises Pvt. Ltd.,Vikram BhattMohan AzadSukhmani Sadana (dialogues),Karan KundraRadhika MenonNishant Singh MalkaniRavish DesaiHasan ZaidiAparna BajpaiNandini VaidSheetal Singh,Amar Mohile,"₹6 crore (US$720,000)[1]","est. ₹7 crore (US$840,000)[1]"
Ardh Satya,https://wikipedia.org/wiki/Ardh_Satya,Govind Nihalani,Manmohan ShettyPradeep Uppoor,Vasant Dev (dialogues),Om PuriSmita PatilAmrish PuriShafi InamdarNaseeruddin ShahSadashiv Amrapurkar,Ajit Verman,₹15 lakh[1],
Samay: When Time Strikes,https://wikipedia.org/wiki/Samay:_When_Time_Strikes,Robbie Grewal,,,Sushmita SenJackie ShroffDinesh LambaSushant SinghBarkha Singh,Sandeep Chowta,,
Hamara Dil Aapke Paas Hai,https://wikipedia.org/wiki/Hamara_Dil_Aapke_Paas_Hai,Satish Kaushik,Surinder KapoorBoney Kapoor,Jainendra JainBhupati Raja,Anil KapoorAishwarya RaiSonali Bendre,Sanjeev–Darshan,Rs. 9 crore[1],Rs. 30.26 crore[2]
